report_id,country,region,bacterial_species,antibiotic,year,resistance_rate,mortality_rate,infection_type,sample_size
304,Nigeria,Africa,Escherichia coli,Ceftriaxone,2021,33.6,2.2,community,100
305,France,Europe,Pseudomonas aeruginosa,Amoxicillin,2018,14.3,5.6,community,150
306,Nigeria,Africa,Pseudomonas aeruginosa,Ceftriaxone,2019,44.8,5.4,hospital,150
307,Japan,East Asia,Acinetobacter baumannii,Vancomycin,2022,29.4,9.5,community,250
308,USA,North America,Klebsiella pneumoniae,Ceftriaxone,2019,11.5,4.6,community,200
309,Nigeria,Africa,Pseudomonas aeruginosa,Vancomycin,2019,56.4,15.7,hospital,100
310,China,East Asia,Pseudomonas aeruginosa,Amoxicillin,2018,38.7,5.4,community,300
311,Australia,Oceania,Klebsiella pneumoniae,Ceftriaxone,2020,13.1,6.6,hospital,100
312,Japan,East Asia,Klebsiella pneumoniae,Meropenem,2021,27.6,4.1,community,100
313,USA,North America,Pseudomonas aeruginosa,Vancomycin,2021,19.5,5.7,community,250
314,South Africa,Africa,Staphylococcus aureus,Ciprofloxacin,2022,42.4,6.7,hospital,100
315,China,East Asia,Klebsiella pneumoniae,Meropenem,2023,36.1,7.5,community,150
316,Japan,East Asia,Pseudomonas aeruginosa,Vancomycin,2022,46.0,5.3,community,150
317,Nigeria,Africa,Escherichia coli,Vancomycin,2018,50.0,7.0,hospital,200
318,Nigeria,Africa,Staphylococcus aureus,Vancomycin,2020,43.8,9.7,hospital,200
319,France,Europe,Staphylococcus aureus,Meropenem,2019,23.7,7.0,community,150
320,China,East Asia,Staphylococcus aureus,Ceftriaxone,2018,29.3,10.4,community,300
321,France,Europe,Escherichia coli,Vancomycin,2020,24.2,8.9,community,150
322,South Africa,Africa,Klebsiella pneumoniae,Vancomycin,2019,42.5,9.0,community,150
323,Brazil,South America,Staphylococcus aureus,Meropenem,2018,40.8,12.8,hospital,200
324,Brazil,South America,Escherichia coli,Ceftriaxone,2020,34.5,10.5,hospital,100
325,India,Southeast Asia,Klebsiella pneumoniae,Amoxicillin,2019,56.2,12.7,community,200
326,South Africa,Africa,Staphylococcus aureus,Ceftriaxone,2019,29.5,10.6,hospital,150
327,South Africa,Africa,Pseudomonas aeruginosa,Ceftriaxone,2023,54.0,8.0,community,200
328,Brazil,South America,Escherichia coli,Amoxicillin,2020,31.1,5.7,community,150
329,Japan,East Asia,Staphylococcus aureus,Ciprofloxacin,2021,38.3,9.5,community,300
330,China,East Asia,Escherichia coli,Ciprofloxacin,2019,20.6,4.6,community,200
331,Japan,East Asia,Staphylococcus aureus,Amoxicillin,2021,37.7,9.0,community,250
332,India,Southeast Asia,Staphylococcus aureus,Amoxicillin,2020,41.9,10.8,hospital,200
333,Germany,Europe,Acinetobacter baumannii,Meropenem,2019,27.4,8.9,community,150
334,USA,North America,Klebsiella pneumoniae,Amoxicillin,2020,12.3,5.4,community,100
335,Japan,East Asia,Acinetobacter baumannii,Ciprofloxacin,2019,29.8,6.5,hospital,200
336,Nigeria,Africa,Klebsiella pneumoniae,Meropenem,2022,42.5,7.8,community,150
337,Brazil,South America,Klebsiella pneumoniae,Ceftriaxone,2018,23.1,7.0,community,100
338,Nigeria,Africa,Pseudomonas aeruginosa,Ciprofloxacin,2019,54.1,12.6,hospital,300
339,Japan,East Asia,Acinetobacter baumannii,Vancomycin,2021,33.9,9.2,community,150
340,South Africa,Africa,Escherichia coli,Meropenem,2018,49.6,8.2,hospital,150
341,USA,North America,Klebsiella pneumoniae,Meropenem,2018,20.7,0.5,community,300
342,Australia,Oceania,Staphylococcus aureus,Ciprofloxacin,2023,19.5,1.0,community,150
343,South Africa,Africa,Escherichia coli,Ciprofloxacin,2021,62.2,10.9,hospital,300
344,Brazil,South America,Pseudomonas aeruginosa,Vancomycin,2020,48.4,11.0,community,250
345,Nigeria,Africa,Staphylococcus aureus,Amoxicillin,2018,36.5,8.4,hospital,300
346,Australia,Oceania,Klebsiella pneumoniae,Ceftriaxone,2022,15.1,0.5,community,200
347,France,Europe,Staphylococcus aureus,Ceftriaxone,2022,38.1,11.7,community,150
348,India,Southeast Asia,Klebsiella pneumoniae,Ciprofloxacin,2023,66.2,16.9,hospital,100
349,USA,North America,Escherichia coli,Vancomycin,2021,23.3,6.0,hospital,150
350,France,Europe,Klebsiella pneumoniae,Ceftriaxone,2023,23.1,6.4,hospital,200
351,Japan,East Asia,Acinetobacter baumannii,Ciprofloxacin,2018,17.4,0.5,community,200
352,USA,North America,Acinetobacter baumannii,Ceftriaxone,2020,16.9,0.5,community,300
353,Japan,East Asia,Pseudomonas aeruginosa,Ciprofloxacin,2022,32.7,2.0,hospital,300
354,China,East Asia,Klebsiella pneumoniae,Amoxicillin,2023,34.7,8.5,community,250
355,Australia,Oceania,Staphylococcus aureus,Ceftriaxone,2022,28.0,5.9,community,250
356,USA,North America,Staphylococcus aureus,Meropenem,2022,30.2,6.6,community,100
357,China,East Asia,Pseudomonas aeruginosa,Meropenem,2023,35.7,5.3,community,100
358,South Africa,Africa,Pseudomonas aeruginosa,Ciprofloxacin,2021,47.2,14.2,hospital,300
359,Nigeria,Africa,Escherichia coli,Amoxicillin,2023,41.2,7.8,hospital,100
360,China,East Asia,Escherichia coli,Ciprofloxacin,2018,16.4,7.3,hospital,200
361,South Africa,Africa,Klebsiella pneumoniae,Ceftriaxone,2019,29.7,7.0,hospital,200
362,Japan,East Asia,Klebsiella pneumoniae,Ciprofloxacin,2018,29.8,10.1,hospital,150
363,Nigeria,Africa,Acinetobacter baumannii,Ciprofloxacin,2019,47.9,11.4,community,150
364,Brazil,South America,Staphylococcus aureus,Ciprofloxacin,2018,30.3,6.8,community,200
365,Japan,East Asia,Acinetobacter baumannii,Amoxicillin,2019,38.7,12.4,community,100
366,Germany,Europe,Acinetobacter baumannii,Vancomycin,2019,21.9,5.7,community,250
367,Germany,Europe,Acinetobacter baumannii,Ceftriaxone,2020,16.6,5.7,hospital,300
368,France,Europe,Escherichia coli,Meropenem,2021,20.4,3.1,community,100
369,Germany,Europe,Pseudomonas aeruginosa,Ciprofloxacin,2023,33.5,6.5,hospital,200
370,Germany,Europe,Acinetobacter baumannii,Meropenem,2019,16.8,4.2,hospital,150
371,South Africa,Africa,Acinetobacter baumannii,Meropenem,2020,37.4,12.1,community,100
372,Brazil,South America,Pseudomonas aeruginosa,Vancomycin,2018,43.8,13.2,community,100
373,South Africa,Africa,Pseudomonas aeruginosa,Amoxicillin,2021,63.6,8.5,community,100
374,Germany,Europe,Acinetobacter baumannii,Amoxicillin,2020,12.9,0.5,community,300
375,Brazil,South America,Acinetobacter baumannii,Amoxicillin,2021,34.3,4.1,hospital,150
376,USA,North America,Escherichia coli,Vancomycin,2020,27.7,1.5,community,250
377,France,Europe,Staphylococcus aureus,Vancomycin,2019,13.7,2.0,hospital,100
378,China,East Asia,Staphylococcus aureus,Vancomycin,2019,39.8,7.1,hospital,300
379,Germany,Europe,Escherichia coli,Meropenem,2020,26.9,6.9,community,100
380,South Africa,Africa,Escherichia coli,Vancomycin,2023,63.9,12.3,community,150
381,Australia,Oceania,Acinetobacter baumannii,Vancomycin,2020,18.0,0.5,community,250
382,South Africa,Africa,Escherichia coli,Ceftriaxone,2019,43.2,7.1,hospital,300
383,China,East Asia,Klebsiella pneumoniae,Ceftriaxone,2018,22.5,7.5,community,250
384,Nigeria,Africa,Staphylococcus aureus,Ceftriaxone,2018,27.4,7.8,hospital,100
385,USA,North America,Staphylococcus aureus,Vancomycin,2021,14.1,3.4,hospital,200
386,India,Southeast Asia,Staphylococcus aureus,Amoxicillin,2020,57.2,12.5,hospital,200
387,India,Southeast Asia,Pseudomonas aeruginosa,Meropenem,2022,72.4,17.9,hospital,200
388,Germany,Europe,Acinetobacter baumannii,Meropenem,2020,29.7,8.0,community,150
389,India,Southeast Asia,Escherichia coli,Amoxicillin,2022,75.7,16.9,community,200
390,France,Europe,Pseudomonas aeruginosa,Vancomycin,2020,26.2,0.9,hospital,300
391,India,Southeast Asia,Staphylococcus aureus,Amoxicillin,2019,53.4,8.8,hospital,200
392,Nigeria,Africa,Pseudomonas aeruginosa,Ciprofloxacin,2022,47.8,7.2,hospital,150
393,Brazil,South America,Klebsiella pneumoniae,Amoxicillin,2023,34.5,3.7,community,200
394,Brazil,South America,Pseudomonas aeruginosa,Amoxicillin,2018,45.6,8.5,community,200
395,USA,North America,Acinetobacter baumannii,Ceftriaxone,2023,30.6,9.9,community,300
396,Brazil,South America,Acinetobacter baumannii,Ciprofloxacin,2020,47.4,11.6,community,200
397,China,East Asia,Klebsiella pneumoniae,Ceftriaxone,2022,31.3,7.9,hospital,300
398,Brazil,South America,Acinetobacter baumannii,Ciprofloxacin,2021,43.1,9.1,community,150
399,Nigeria,Africa,Staphylococcus aureus,Ceftriaxone,2020,54.4,10.0,community,250
400,France,Europe,Acinetobacter baumannii,Vancomycin,2023,37.7,10.7,hospital,200
401,France,Europe,Staphylococcus aureus,Ciprofloxacin,2020,28.0,7.2,community,100
402,Brazil,South America,Pseudomonas aeruginosa,Vancomycin,2018,20.7,3.3,community,200
403,Germany,Europe,Staphylococcus aureus,Meropenem,2023,30.3,7.8,community,250
404,Germany,Europe,Klebsiella pneumoniae,Ciprofloxacin,2022,31.1,5.4,hospital,300
405,France,Europe,Pseudomonas aeruginosa,Vancomycin,2020,24.7,9.0,community,100
406,France,Europe,Klebsiella pneumoniae,Meropenem,2022,28.9,10.2,community,100
407,Nigeria,Africa,Pseudomonas aeruginosa,Vancomycin,2019,66.2,13.5,hospital,200
408,Australia,Oceania,Pseudomonas aeruginosa,Amoxicillin,2023,20.3,7.9,community,100
409,Japan,East Asia,Staphylococcus aureus,Ceftriaxone,2021,30.6,1.4,community,100
410,Australia,Oceania,Pseudomonas aeruginosa,Vancomycin,2023,16.4,0.5,hospital,300
411,Australia,Oceania,Acinetobacter baumannii,Ceftriaxone,2019,19.2,4.3,community,150
412,Japan,East Asia,Acinetobacter baumannii,Ceftriaxone,2019,22.3,2.9,community,200
413,France,Europe,Pseudomonas aeruginosa,Ceftriaxone,2022,18.6,0.5,community,250
414,India,Southeast Asia,Pseudomonas aeruginosa,Vancomycin,2023,73.5,12.5,community,300
415,Australia,Oceania,Klebsiella pneumoniae,Meropenem,2019,22.8,2.1,hospital,300
416,Brazil,South America,Staphylococcus aureus,Ceftriaxone,2020,31.5,3.1,community,150
417,India,Southeast Asia,Klebsiella pneumoniae,Ciprofloxacin,2022,49.1,14.1,hospital,100
418,China,East Asia,Staphylococcus aureus,Ceftriaxone,2020,28.0,7.6,community,250
419,Australia,Oceania,Escherichia coli,Meropenem,2018,8.4,0.5,community,100
420,Japan,East Asia,Pseudomonas aeruginosa,Meropenem,2019,42.5,9.3,community,200
421,Germany,Europe,Pseudomonas aeruginosa,Ceftriaxone,2018,24.9,8.4,community,150
422,Nigeria,Africa,Klebsiella pneumoniae,Meropenem,2023,52.1,5.7,hospital,200
423,USA,North America,Staphylococcus aureus,Ciprofloxacin,2020,20.5,3.3,community,250
424,France,Europe,Acinetobacter baumannii,Amoxicillin,2019,29.1,7.1,community,300
425,Brazil,South America,Acinetobacter baumannii,Ceftriaxone,2018,20.3,0.5,hospital,300
426,USA,North America,Acinetobacter baumannii,Amoxicillin,2023,20.4,5.4,hospital,250
427,Brazil,South America,Klebsiella pneumoniae,Ceftriaxone,2019,38.4,9.2,community,200
428,Australia,Oceania,Klebsiella pneumoniae,Amoxicillin,2019,22.6,9.2,community,100
429,France,Europe,Klebsiella pneumoniae,Meropenem,2021,25.0,1.1,community,150
430,France,Europe,Klebsiella pneumoniae,Vancomycin,2021,24.3,4.5,community,250
431,China,East Asia,Staphylococcus aureus,Vancomycin,2018,35.0,11.0,community,200
432,South Africa,Africa,Acinetobacter baumannii,Ciprofloxacin,2019,64.7,12.0,hospital,100
433,Australia,Oceania,Escherichia coli,Meropenem,2021,23.4,7.7,hospital,300
434,Germany,Europe,Klebsiella pneumoniae,Meropenem,2019,30.7,1.8,community,150
435,USA,North America,Klebsiella pneumoniae,Ciprofloxacin,2020,24.8,7.0,community,250
436,China,East Asia,Escherichia coli,Ciprofloxacin,2022,42.2,6.2,hospital,300
437,China,East Asia,Pseudomonas aeruginosa,Meropenem,2023,38.5,7.2,hospital,250
438,China,East Asia,Staphylococcus aureus,Amoxicillin,2019,35.8,11.6,hospital,250
439,Australia,Oceania,Pseudomonas aeruginosa,Ceftriaxone,2023,16.9,4.5,hospital,150
440,Germany,Europe,Escherichia coli,Vancomycin,2020,14.9,0.5,hospital,250
441,USA,North America,Escherichia coli,Ceftriaxone,2018,15.5,5.9,hospital,100
442,Japan,East Asia,Acinetobacter baumannii,Amoxicillin,2021,39.1,6.9,hospital,200
443,China,East Asia,Acinetobacter baumannii,Meropenem,2018,27.2,5.8,community,300
444,USA,North America,Staphylococcus aureus,Ceftriaxone,2020,24.5,6.8,community,100
445,Brazil,South America,Escherichia coli,Ciprofloxacin,2019,41.7,5.8,hospital,300
446,Australia,Oceania,Escherichia coli,Vancomycin,2021,23.6,6.1,hospital,200
447,India,Southeast Asia,Klebsiella pneumoniae,Vancomycin,2019,55.7,10.3,hospital,100
448,South Africa,Africa,Escherichia coli,Amoxicillin,2023,70.0,12.3,community,200
449,France,Europe,Klebsiella pneumoniae,Meropenem,2019,30.7,1.4,hospital,300
450,France,Europe,Acinetobacter baumannii,Ceftriaxone,2019,22.1,8.6,hospital,250
451,Australia,Oceania,Staphylococcus aureus,Amoxicillin,2023,18.2,0.8,hospital,150
452,South Africa,Africa,Pseudomonas aeruginosa,Ceftriaxone,2021,66.1,9.9,community,100
453,Nigeria,Africa,Acinetobacter baumannii,Vancomycin,2023,52.7,7.0,hospital,200
454,Japan,East Asia,Escherichia coli,Meropenem,2022,33.5,2.1,hospital,100
455,Japan,East Asia,Klebsiella pneumoniae,Ciprofloxacin,2021,35.7,5.3,hospital,150
456,USA,North America,Pseudomonas aeruginosa,Ceftriaxone,2022,21.3,2.0,community,200
457,India,Southeast Asia,Escherichia coli,Ceftriaxone,2021,77.9,14.9,community,300
458,Germany,Europe,Klebsiella pneumoniae,Ceftriaxone,2021,32.7,9.3,community,200
459,Australia,Oceania,Escherichia coli,Meropenem,2020,23.9,0.9,hospital,200
460,USA,North America,Escherichia coli,Ceftriaxone,2019,16.2,4.7,hospital,100
461,China,East Asia,Escherichia coli,Amoxicillin,2023,36.5,7.7,community,250
462,Germany,Europe,Klebsiella pneumoniae,Amoxicillin,2023,21.0,8.6,community,250
463,Brazil,South America,Acinetobacter baumannii,Ceftriaxone,2022,47.9,6.2,community,200
464,South Africa,Africa,Klebsiella pneumoniae,Ciprofloxacin,2021,56.3,12.0,hospital,150
465,Japan,East Asia,Acinetobacter baumannii,Ciprofloxacin,2018,39.3,3.6,hospital,200
466,USA,North America,Escherichia coli,Ciprofloxacin,2023,24.3,6.9,community,150
467,Germany,Europe,Acinetobacter baumannii,Vancomycin,2021,26.1,3.7,community,300
468,South Africa,Africa,Acinetobacter baumannii,Ciprofloxacin,2018,43.3,4.8,community,100
469,USA,North America,Acinetobacter baumannii,Vancomycin,2023,27.1,3.3,hospital,300
470,Japan,East Asia,Escherichia coli,Vancomycin,2022,49.5,14.0,hospital,300
471,China,East Asia,Acinetobacter baumannii,Vancomycin,2020,20.8,6.3,hospital,200
472,France,Europe,Staphylococcus aureus,Vancomycin,2020,29.9,4.7,community,200
473,Nigeria,Africa,Acinetobacter baumannii,Ciprofloxacin,2018,58.7,13.8,hospital,250
474,China,East Asia,Escherichia coli,Meropenem,2021,26.4,2.5,hospital,100
475,South Africa,Africa,Escherichia coli,Meropenem,2020,57.1,14.2,hospital,300
476,Brazil,South America,Klebsiella pneumoniae,Meropenem,2023,44.2,4.9,community,250
477,USA,North America,Escherichia coli,Amoxicillin,2020,12.8,1.7,community,300
478,Germany,Europe,Staphylococcus aureus,Vancomycin,2019,19.4,3.1,community,200
479,South Africa,Africa,Pseudomonas aeruginosa,Ciprofloxacin,2022,55.7,9.4,hospital,150
480,Germany,Europe,Staphylococcus aureus,Amoxicillin,2022,38.5,4.2,hospital,300
481,Australia,Oceania,Pseudomonas aeruginosa,Meropenem,2018,8.9,3.0,community,100
482,Brazil,South America,Escherichia coli,Amoxicillin,2023,26.9,3.1,hospital,100
483,Germany,Europe,Staphylococcus aureus,Ceftriaxone,2020,31.4,5.5,community,300
484,Japan,East Asia,Klebsiella pneumoniae,Meropenem,2018,29.7,4.6,community,150
485,France,Europe,Pseudomonas aeruginosa,Ciprofloxacin,2018,29.0,1.4,community,300
486,Australia,Oceania,Staphylococcus aureus,Meropenem,2022,15.3,1.2,community,100
487,Germany,Europe,Escherichia coli,Vancomycin,2020,32.3,6.9,community,250
488,Brazil,South America,Acinetobacter baumannii,Amoxicillin,2020,30.6,5.4,hospital,150
489,Nigeria,Africa,Staphylococcus aureus,Meropenem,2023,43.5,12.3,hospital,200
490,Germany,Europe,Klebsiella pneumoniae,Amoxicillin,2021,23.3,8.7,community,100
491,Nigeria,Africa,Pseudomonas aeruginosa,Ceftriaxone,2021,48.6,11.4,hospital,100
492,France,Europe,Klebsiella pneumoniae,Ciprofloxacin,2018,11.8,3.5,hospital,250
493,Japan,East Asia,Pseudomonas aeruginosa,Ceftriaxone,2019,32.6,4.0,hospital,250
494,Brazil,South America,Staphylococcus aureus,Vancomycin,2018,43.9,10.2,community,150
495,Japan,East Asia,Staphylococcus aureus,Ceftriaxone,2023,36.0,10.4,community,250
496,USA,North America,Klebsiella pneumoniae,Amoxicillin,2021,27.9,2.0,community,250
497,India,Southeast Asia,Staphylococcus aureus,Ceftriaxone,2021,48.6,5.0,hospital,300
498,France,Europe,Staphylococcus aureus,Meropenem,2021,21.2,1.7,community,200
499,Germany,Europe,Staphylococcus aureus,Vancomycin,2021,24.1,4.9,community,100
500,Germany,Europe,Acinetobacter baumannii,Ciprofloxacin,2023,35.1,10.1,community,150
501,Brazil,South America,Klebsiella pneumoniae,Meropenem,2018,38.4,4.6,community,300
502,USA,North America,Pseudomonas aeruginosa,Meropenem,2023,30.1,7.1,hospital,150
503,Japan,East Asia,Escherichia coli,Ceftriaxone,2018,20.8,7.9,hospital,250
504,Germany,Europe,Staphylococcus aureus,Vancomycin,2023,35.6,12.1,hospital,200
505,Brazil,South America,Acinetobacter baumannii,Ciprofloxacin,2019,46.5,5.0,hospital,100
506,Japan,East Asia,Klebsiella pneumoniae,Amoxicillin,2023,51.6,6.2,hospital,200
507,India,Southeast Asia,Klebsiella pneumoniae,Ciprofloxacin,2018,58.5,7.3,hospital,300
508,India,Southeast Asia,Escherichia coli,Ciprofloxacin,2021,48.2,10.8,community,100
509,Germany,Europe,Pseudomonas aeruginosa,Meropenem,2020,27.3,7.1,community,300
510,South Africa,Africa,Escherichia coli,Ceftriaxone,2018,28.9,5.3,hospital,250
511,India,Southeast Asia,Pseudomonas aeruginosa,Vancomycin,2023,47.5,10.7,hospital,150
512,Germany,Europe,Klebsiella pneumoniae,Vancomycin,2018,18.7,4.8,hospital,300
513,Japan,East Asia,Klebsiella pneumoniae,Amoxicillin,2018,32.7,3.9,community,150
514,Japan,East Asia,Acinetobacter baumannii,Vancomycin,2021,35.5,8.2,community,250
515,South Africa,Africa,Klebsiella pneumoniae,Vancomycin,2022,43.2,10.8,community,300
516,Japan,East Asia,Acinetobacter baumannii,Vancomycin,2021,37.2,4.4,hospital,150
517,Nigeria,Africa,Escherichia coli,Ciprofloxacin,2020,49.7,8.9,community,150
518,India,Southeast Asia,Pseudomonas aeruginosa,Meropenem,2021,55.9,11.4,community,250
519,Nigeria,Africa,Acinetobacter baumannii,Vancomycin,2020,67.8,16.7,hospital,150
520,Germany,Europe,Pseudomonas aeruginosa,Amoxicillin,2023,22.0,5.4,hospital,150
521,South Africa,Africa,Pseudomonas aeruginosa,Meropenem,2019,62.2,12.3,community,250
522,France,Europe,Klebsiella pneumoniae,Meropenem,2018,16.4,0.5,community,250
523,Australia,Oceania,Klebsiella pneumoniae,Vancomycin,2020,25.1,0.5,community,150
524,China,East Asia,Klebsiella pneumoniae,Amoxicillin,2021,47.1,9.3,hospital,300
525,China,East Asia,Acinetobacter baumannii,Ceftriaxone,2023,26.4,1.4,hospital,250
526,Nigeria,Africa,Acinetobacter baumannii,Vancomycin,2022,41.5,4.3,hospital,150
527,Australia,Oceania,Acinetobacter baumannii,Meropenem,2018,19.0,6.8,community,200
528,USA,North America,Acinetobacter baumannii,Ceftriaxone,2020,24.4,2.2,hospital,300
529,South Africa,Africa,Acinetobacter baumannii,Amoxicillin,2021,73.5,17.8,community,100
530,China,East Asia,Acinetobacter baumannii,Amoxicillin,2018,18.4,2.8,hospital,200
531,Brazil,South America,Acinetobacter baumannii,Meropenem,2022,53.6,8.5,community,150
532,India,Southeast Asia,Escherichia coli,Meropenem,2022,46.7,10.8,hospital,250
533,China,East Asia,Klebsiella pneumoniae,Meropenem,2023,34.2,10.8,community,150
534,South Africa,Africa,Pseudomonas aeruginosa,Ciprofloxacin,2019,57.8,7.3,hospital,300
535,China,East Asia,Acinetobacter baumannii,Ciprofloxacin,2021,41.1,11.1,community,150
536,Australia,Oceania,Escherichia coli,Ceftriaxone,2018,11.1,1.9,community,100
537,Germany,Europe,Acinetobacter baumannii,Ceftriaxone,2023,26.7,5.2,hospital,100
538,France,Europe,Pseudomonas aeruginosa,Amoxicillin,2020,22.7,8.5,hospital,100
539,Brazil,South America,Acinetobacter baumannii,Ciprofloxacin,2020,34.9,5.3,hospital,250
540,India,Southeast Asia,Klebsiella pneumoniae,Ciprofloxacin,2021,45.6,12.3,community,150
541,Germany,Europe,Pseudomonas aeruginosa,Ciprofloxacin,2021,17.4,6.3,hospital,150
542,Australia,Oceania,Staphylococcus aureus,Vancomycin,2021,17.8,0.5,hospital,200
543,Brazil,South America,Acinetobacter baumannii,Ciprofloxacin,2021,51.9,11.5,community,300
544,India,Southeast Asia,Escherichia coli,Ciprofloxacin,2020,36.4,6.4,hospital,200
545,Nigeria,Africa,Pseudomonas aeruginosa,Ciprofloxacin,2020,59.9,9.4,community,200
